0,32767
50,32767
100,32767
150,32767
201,32767
251,32767
301,32766
351,32766
402,32765
452,32764
502,32764
552,32763
603,32762
653,32761
703,32760
753,32759
804,32758
854,32756
904,32755
954,32754
1005,32752
1055,32750
1105,32749
1155,32747
1206,32745
1256,32743
1306,32741
1356,32739
1407,32737
1457,32735
1507,32733
1557,32730
1607,32728
1658,32726
1708,32723
1758,32720
1808,32718
1858,32715
1909,32712
1959,32709
2009,32706
2059,32703
2109,32700
2159,32696
2210,32693
2260,32689
2310,32686
2360,32682
2410,32679
2460,32675
2510,32671
2560,32667
2611,32663
2661,32659
2711,32655
2761,32651
2811,32647
2861,32642
2911,32638
2961,32633
3011,32629
3061,32624
3111,32619
3161,32615
3211,32610
3261,32605
3311,32600
3361,32595
3411,32589
3461,32584
3511,32579
3561,32573
3611,32568
3661,32562
3711,32557
3761,32551
3811,32545
3861,32539
3911,32533
3961,32527
4011,32521
4061,32515
4110,32509
4160,32502
4210,32496
4260,32489
4310,32483
4360,32476
4409,32469
4459,32463
4509,32456
4559,32449
4609,32442
4658,32435
4708,32427
4758,32420
4808,32413
4857,32405
4907,32398
4957,32390
5006,32383
5056,32375
5106,32367
5155,32359
5205,32351
5255,32343
5304,32335
5354,32327
5403,32319
5453,32311
5503,32302
5552,32294
5602,32285
5651,32276
5701,32268
5750,32259
5800,32250
5849,32241
5898,32232
5948,32223
5997,32214
6047,32205
6096,32195
6146,32186
6195,32176
6244,32167
6294,32157
6343,32148
6392,32138
6442,32128
6491,32118
6540,32108
6589,32098
6639,32088
6688,32078
6737,32067
6786,32057
6835,32047
6884,32036
6934,32025
6983,32015
7032,32004
7081,31993
7130,31982
7179,31971
7228,31960
7277,31949
7326,31938
7375,31927
7424,31915
7473,31904
7522,31892
7571,31881
7620,31869
7669,31857
7717,31846
7766,31834
7815,31822
7864,31810
7913,31798
7961,31785
8010,31773
8059,31761
8108,31749
8156,31736
8205,31723
8254,31711
8302,31698
8351,31685
8400,31673
8448,31660
8497,31647
8545,31634
8594,31620
8642,31607
8691,31594
8739,31581
8788,31567
8836,31554
8884,31540
8933,31526
8981,31513
9029,31499
9078,31485
9126,31471
9174,31457
9223,31443
9271,31429
9319,31414
9367,31400
9415,31386
9463,31371
9512,31357
9560,31342
9608,31327
9656,31312
9704,31298
9752,31283
9800,31268
9848,31253
9896,31237
9944,31222
9991,31207
10039,31192
10087,31176
10135,31161
10183,31145
10230,31129
10278,31114
10326,31098
10374,31082
10421,31066
10469,31050
10517,31034
10564,31018
10612,31001
10659,30985
10707,30969
10754,30952
10802,30936
10849,30919
10897,30902
10944,30886
10991,30869
11039,30852
11086,30835
11133,30818
11181,30801
11228,30784
11275,30766
11322,30749
11369,30732
11416,30714
11464,30697
11511,30679
11558,30661
11605,30644
11652,30626
11699,30608
11746,30590
11793,30572
11839,30554
11886,30535
11933,30517
11980,30499
12027,30480
12073,30462
12120,30443
12167,30425
12213,30406
12260,30387
12307,30368
12353,30350
12400,30331
12446,30312
12493,30292
12539,30273
12586,30254
12632,30235
12678,30215
12725,30196
12771,30176
12817,30156
12864,30137
12910,30117
12956,30097
13002,30077
13048,30057
13094,30037
13140,30017
13186,29997
13232,29977
13278,29956
13324,29936
13370,29915
13416,29895
13462,29874
13508,29854
13554,29833
13599,29812
13645,29791
13691,29770
13736,29749
13782,29728
13828,29707
13873,29686
13919,29664
13964,29643
14010,29621
14055,29600
14100,29578
14146,29557
14191,29535
14236,29513
14282,29491
14327,29469
14372,29447
14417,29425
14462,29403
14507,29381
14552,29359
14598,29336
14642,29314
14687,29291
14732,29269
14777,29246
14822,29223
14867,29201
14912,29178
14956,29155
15001,29132
15046,29109
15090,29086
15135,29062
15180,29039
15224,29016
15269,28993
15313,28969
15357,28946
15402,28922
15446,28898
15491,28875
15535,28851
15579,28827
15623,28803
15667,28779
15712,28755
15756,28731
15800,28707
15844,28682
15888,28658
15932,28634
15976,28609
16019,28585
16063,28560
16107,28535
16151,28511
16195,28486
16238,28461
16282,28436
16325,28411
16369,28386
16413,28361
16456,28335
16499,28310
16543,28285
16586,28259
16630,28234
16673,28208
16716,28183
16759,28157
16802,28131
16846,28106
16889,28080
16932,28054
16975,28028
17018,28002
17061,27976
17104,27949
17146,27923
17189,27897
17232,27870
17275,27844
17317,27817
17360,27791
17403,27764
17445,27737
17488,27711
17530,27684
17573,27657
17615,27630
17658,27603
17700,27576
17742,27548
17784,27521
17827,27494
17869,27466
17911,27439
17953,27411
17995,27384
18037,27356
18079,27329
18121,27301
18163,27273
18204,27245
18246,27217
18288,27189
18330,27161
18371,27133
18413,27105
18454,27076
18496,27048
18537,27020
18579,26991
18620,26963
18662,26934
18703,26905
18744,26877
18785,26848
18826,26819
18868,26790
18909,26761
18950,26732
18991,26703
19032,26674
19073,26645
19113,26615
19154,26586
19195,26557
19236,26527
19276,26498
19317,26468
19358,26438
19398,26409
19439,26379
19479,26349
19519,26319
19560,26289
19600,26259
19640,26229
19681,26199
19721,26169
19761,26138
19801,26108
19841,26077
19881,26047
19921,26016
19961,25986
20001,25955
20040,25925
20080,25894
20120,25863
20159,25832
20199,25801
20239,25770
20278,25739
20318,25708
20357,25677
20396,25645
20436,25614
20475,25583
20514,25551
20553,25520
20592,25488
20631,25457
20671,25425
20709,25393
20748,25361
20787,25330
20826,25298
20865,25266
20904,25234
20942,25201
20981,25169
21020,25137
21058,25105
21097,25073
21135,25040
21173,25008
21212,24975
21250,24943
21288,24910
21326,24877
21365,24845
21403,24812
21441,24779
21479,24746
21517,24713
21555,24680
21592,24647
21630,24614
21668,24580
21706,24547
21743,24514
21781,24480
21818,24447
21856,24414
21893,24380
21931,24346
21968,24313
22005,24279
22042,24245
22080,24211
22117,24177
22154,24144
22191,24109
22228,24075
22265,24041
22301,24007
22338,23973
22375,23939
22412,23904
22448,23870
22485,23835
22521,23801
22558,23766
22594,23732
22631,23697
22667,23662
22703,23627
22740,23593
22776,23558
22812,23523
22848,23488
22884,23453
22920,23417
22956,23382
22992,23347
23027,23312
23063,23276
23099,23241
23134,23205
23170,23170
23205,23134
23241,23099
23276,23063
23312,23027
23347,22992
23382,22956
23417,22920
23453,22884
23488,22848
23523,22812
23558,22776
23593,22740
23627,22703
23662,22667
23697,22631
23732,22594
23766,22558
23801,22521
23835,22485
23870,22448
23904,22412
23939,22375
23973,22338
24007,22301
24041,22265
24075,22228
24109,22191
24144,22154
24177,22117
24211,22080
24245,22042
24279,22005
24313,21968
24346,21931
24380,21893
24414,21856
24447,21818
24480,21781
24514,21743
24547,21706
24580,21668
24614,21630
24647,21592
24680,21555
24713,21517
24746,21479
24779,21441
24812,21403
24845,21365
24877,21326
24910,21288
24943,21250
24975,21212
25008,21173
25040,21135
25073,21097
25105,21058
25137,21020
25169,20981
25201,20942
25234,20904
25266,20865
25298,20826
25330,20787
25361,20748
25393,20709
25425,20671
25457,20631
25488,20592
25520,20553
25551,20514
25583,20475
25614,20436
25645,20396
25677,20357
25708,20318
25739,20278
25770,20239
25801,20199
25832,20159
25863,20120
25894,20080
25925,20040
25955,20001
25986,19961
26016,19921
26047,19881
26077,19841
26108,19801
26138,19761
26169,19721
26199,19681
26229,19640
26259,19600
26289,19560
26319,19519
26349,19479
26379,19439
26409,19398
26438,19358
26468,19317
26498,19276
26527,19236
26557,19195
26586,19154
26615,19113
26645,19073
26674,19032
26703,18991
26732,18950
26761,18909
26790,18868
26819,18826
26848,18785
26877,18744
26905,18703
26934,18662
26963,18620
